,loss,val_loss
0,0.001239508856087923,0.49513497948646545
1,0.00018825398001354188,0.44661638140678406
2,0.00016989666619338095,0.4912909269332886
3,0.00012284690455999225,0.4783608019351959
4,0.00011487094161566347,0.510309636592865
5,0.00010231001942884177,0.4996723234653473
6,8.085486479103565e-05,0.5130707621574402
7,8.169486682163551e-05,0.504361093044281
8,7.597375952173024e-05,0.5411058664321899
9,7.334027031902224e-05,0.5482787489891052
10,6.345353176584467e-05,0.5571956038475037
11,6.174329610075802e-05,0.5395534634590149
12,6.393394869519398e-05,0.5627481341362
13,5.6020198826445267e-05,0.5506153702735901
14,5.885073187528178e-05,0.5600427389144897
